Date,Time,Tosser,Toss #,Start,End: H,End: T,,,Time,Tosser,Toss #,Start,End: H,End: T
,,,1219,H,,1,,,,,1269,T,1,
,,,1220,H,1,,,,,,1270,T,,1
,,,1221,H,1,,,,,,1271,T,,1
,,,1222,H,1,,,,,,1272,T,,1
,,,1223,H,,1,,,,,1273,T,1,
,,,1224,H,,1,,,,,1274,T,1,
,,,1225,H,,1,,,,,1275,T,1,
,,,1226,H,,1,,,,,1276,T,,1
,,,1227,H,,1,,,,,1277,T,1,
,,,1228,H,1,,,,,,1278,T,,1
,,,1229,H,1,,,,,,1279,T,1,
,,,1230,H,1,,,,,,1280,T,1,
,,,1231,H,1,,,,,,1281,T,1,
,,,1232,H,1,,,,,,1282,T,,1
,,,1233,H,,1,,,,,1283,T,,1
,,,1234,H,1,,,,,,1284,T,,1
,,,1235,H,,1,,,,,1285,T,,1
,,,1236,H,,1,,,,,1286,T,1,
,,,1237,H,,1,,,,,1287,T,,1
,,,1238,H,1,,,,,,1288,T,,1
,,,1239,H,1,,,,,,1289,T,,1
,,,1240,H,,1,,,,,1290,T,1,
,,,1241,H,1,,,,,,1291,T,1,
,,,1242,H,1,,,,,,1292,T,,1
,,,1243,H,,1,,,,,1293,T,,1
,,,1244,H,1,,,,,,1294,T,1,
,,,1245,H,,1,,,,,1295,T,1,
,,,1246,H,,1,,,,,1296,T,1,
,,,1247,H,1,,,,,,1297,T,1,
,,,1248,H,,1,,,,,1298,T,,1
,,,1249,H,,1,,,,,1299,T,1,
,,,1250,H,1,,,,,,1300,T,1,
,,,,,,,,,,,,,,
,9:54 PM,,1301,H,,1,,,9:59pm,,1351,T,1,
,,,1302,H,,1,,,,,1352,T,1,
,,,1303,H,,1,,,,,1353,T,,1
,,,1304,H,1,            ,,,,,1354,T,1,
,,,1305,H,1,,,,,,1355,T,,1
,,,1306,H,1,,,,,,1356,T,1,
,,,1307,H,,1,,,,,1357,T,,1
,,,1308,H,1,,,,,,1358,T,1,
,,,1309,H,,1,,,,,1359,T,,1
,,,1310,H,1,,,,,,1360,T,1,
,,,1311,H,1,,,,,,1361,T,,1
,,,1312,H,1,,,,,,1362,T,,1
,,,1313,H,,1,,,,,1363,T,,1
,,,1314,H,1,,,,,,1364,T,1,
,,,1315,H,1,,,,,,1365,T,1,
,,,1316,H,1,,,,,,1366,T,1,
,,,1317,H,,1,,,,,1367,T,,1
,,,1318,H,,1,,,,,1368,T,1,
,,,1319,H,1,,,,,,1369,T,,1
,,,1320,H,1,,,,,,1370,T,,1
,,,1321,H,,1,,,,,1371,T,1,
,,,1322,H,1,,,,,,1372,T,1,
,,,1323,H,,1,,,,,1373,T,1,
,,,1324,H,,1,,,,,1374,T,1,
,,,1325,H,1,,,,,,1375,T,1,
,,,1326,H,,1,,,,,1376,T,1,
,,,1327,H,,1,,,,,1377,T,,1
,,,1328,H,,1,,,,,1378,T,1,
,,,1329,H,,1,,,,,1379,T,1,
,,,1330,H,1,,,,,,1380,T,,1
,,,1331,H,1,,,,,,1381,T,1,
,,,1332,H,,1,,,,,1382,T,,1
,,,1333,H,1,,,,,,1383,T,,1
,,,1334,H,1,,,,,,1384,T,1,
,,,1335,H,,1,,,,,1385,T,,1
,,,1336,H,1,,,,,,1386,T,1,
,,,1337,H,,1,,,,,1387,T,1,
,,,1338,H,,1,,,,,1388,T,1,
,,,1339,H,1,,,,,,1389,T,,1
,,,1340,H,1,,,,,,1390,T,1,
,,,1341,H,1,,,,,,1391,T,,1
,,,1342,H,,1,,,,,1392,T,1,
,,,1343,H,,1,,,,,1393,T,,1
,,,1344,H,,1,,,,,1394,T,,1
,,,1345,H,,1,,,,,1395,T,,1
,,,1346,H,1,,,,,,1396,T,1,
,,,1347,H,1,,,,,,1397,T,1,
,,,1348,H,1,,,,,,1398,T,1,
,,,1349,H,1,,,,,,1399,T,1,
,,,1350,H,1,,,,,,1400,T,1,
,,,,,,,,,,,,,,
,10:05pm,,1401,H,,1,,,10:13pm,,1451,T,1,
,,,1402,H,1,,,,,,1452,T,1,
,,,1403,H,,1,,,,,1453,T,1,
,,,1404,H,,1,,,,,1454,T,,1
,,,1405,H,1,,,,,,1455,T,,1
,,,1406,H,1,,,,,,1456,T,,1
,,,1407,H,,1,,,,,1457,T,,1
,,,1408,H,,1,,,,,1458,T,1,
,,,1409,H,1,,,,,,1459,T,1,
,,,1410,H,1,,,,,,1460,T,,1
,,,1411,H,1,,,,,,1461,T,,1
,,,1412,H,,1,,,,,1462,T,,1
,,,1413,H,1,,,,,,1463,T,,1
,,,1414,H,,1,,,,,1464,T,1,
,,,1415,H,1,,,,,,1465,T,1,
,,,1416,H,1,,,,,,1466,T,1,
,,,1417,H,,1,,,,,1467,T,,1
,,,1418,H,,1,,,,,1468,T,1,
,,,1419,H,1,,,,,,1469,T,,1
,,,1420,H,1,,,,,,1470,T,1,
,,,1421,H,1,,,,,,1471,T,1,
,,,1422,H,1,,,,,,1472,T,1,
,,,1423,H,,1,,,,,1473,T,,1
,,,1424,H,1,,,,,,1474,T,1,
,,,1425,H,,1,,,,,1475,T,1,
,,,1426,H,,1,,,,,1476,T,1,
,,,1427,H,1,,,,,,1477,T,,1
,,,1428,H,1,,,,,,1478,T,,1
,,,1429,H,,1,,,,,1479,T,1,
,,,1430,H,,1,,,,,1480,T,,1
,,,1431,H,1,,,,,,1481,T,,1
,,,1432,H,1,,,,,,1482,T,1,
,,,1433,H,,1,,,,,1483,T,1,
,,,1434,H,1,,,,,,1484,T,,1
,,,1435,H,1,,,,,,1485,T,1,
,,,1436,H,,1,,,,,1486,T,1,
,,,1437,H,1,,,,,,1487,T,,1
,,,1438,H,,1,,,,,1488,T,,1
,,,1439,H,1,,,,,,1489,T,1,
,,,1440,H,,1,,,,,1490,T,1,
,,,1441,H,,1,,,,,1491,T,,1
,,,1442,H,,1,,,,,1492,T,,1
,,,1443,H,,1,,,,,1493,T,1,
,,,1444,H,,1,,,,,1494,T,,1
,,,1445,H,,1,,,,,1495,T,1,
,,,1446,H,,1,,,,,1496,T,1,
,,,1447,H,,1,,,,,1497,T,1,
,,,1448,H,,1,,,,,1498,T,1,
,,,1449,H,,1,,,,,1499,T,1,
,,,1450,H,1,,,,,,1500,T,,1
,,,,,,,,,,,,,,
,10:19pm,,1501,H,,1,,,10:24pm,,1551,T,1,
,,,1502,H,,1,,,,,1552,T,,1
,,,1503,H,1,,,,,,1553,T,,1
,,,1504,H,,1,,,,,1554,T,,1
,,,1505,H,1,,,,,,1555,T,1,
,,,1506,H,,1,,,,,1556,T,1,
,,,1507,H,1,,,,,,1557,T,1,
,,,1508,H,1,,,,,,1558,T,,1
,,,1509,H,,1,,,,,1559,T,,1
,,,1510,H,,1,,,,,1560,T,1,
,,,1511,H,1,,,,,,1561,T,,1
,,,1512,H,1,,,,,,1562,T,,1
,,,1513,H,,1,,,,,1563,T,1,
,,,1514,H,1,,,,,,1564,T,1,
,,,1515,H,,1,,,,,1565,T,1,
,,,1516,H,,1,,,,,1566,T,,1
,,,1517,H,1,,,,,,1567,T,1,
,,,1518,H,,1,,,,,1568,T,1,
,,,1519,H,1,,,,,,1569,T,1,
,,,1520,H,1,,,,,,1570,T,1,
,,,1521,H,,1,,,,,1571,T,,1
,,,1522,H,,1,,,,,1572,T,1,
,,,1523,H,,1,,,,,1573,T,1,
,,,1524,H,,1,,,,,1574,T,,1
,,,1525,H,1,,,,,,1575,T,,1
,,,1526,H,,1,,,,,1576,T,1,
,,,1527,H,,1,,,,,1577,T,1,
,,,1528,H,,1,,,,,1578,T,,1
,,,1529,H,,1,,,,,1579,T,1,
,,,1530,H,1,,,,,,1580,T,,1
,,,1531,H,,1,,,,,1581,T,,1
,,,1532,H,1,,,,,,1582,T,,1
,,,1533,H,,1,,,,,1583,T,,1
,,,1534,H,1,,,,,,1584,T,,1
,,,1535,H,1,,,,,,1585,T,,1
,,,1536,H,,1,,,,,1586,T,,1
,,,1537,H,,1,,,,,1587,T,,1
,,,1538,H,,1,,,,,1588,T,,1
,,,1539,H,,1,,,,,1589,T,1,
,,,1540,H,,1,,,,,1590,T,,1
,,,1541,H,,1,,,,,1591,T,,1
,,,1542,H,,1,,,,,1592,T,,1
,,,1543,H,1,,,,,,1593,T,,1
,,,1544,H,,1,,,,,1594,T,1,
,,,1545,H,,1,,,,,1595,T,1,
,,,1546,H,1,,,,,,1596,T,1,
,,,1547,H,1,,,,,,1597,T,,1
,,,1548,H,,1,,,,,1598,T,,1
,,,1549,H,1,,,,,,1599,T,,1
,,,1550,H,,1,,,,,1600,T,1,
,,,,,,,,0,,,,,,
,10:31 PM,,1601,H,,1,,,10:36pm,,1651,T,,1
,,,1602,H,1,,,,,,1652,T,,1
,,,1603,H,,1,,,,,1653,T,,1
,,,1604,H,1,,,,,,1654,T,1,
,,,1605,H,,1,,,,,1655,T,,1
,,,1606,H,,1,,,,,1656,T,1,
,,,1607,H,1,,,,,,1657,T,,1
,,,1608,H,,1,,,,,1658,T,,1
,,,1609,H,,1,,,,,1659,T,1,
,,,1610,H,1,,,,,,1660,T,1,
,,,1611,H,,1,,,,,1661,T,,1
,,,1612,H,,1,,,,,1662,T,,1
,,,1613,H,1,,,,,,1663,T,,1
,,,1614,H,1,,,,,,1664,T,1,
,,,1615,H,,1,,,,,1665,T,,1
,,,1616,H,1,,,,,,1666,T,1,
,,,1617,H,1,,,,,,1667,T,,1
,,,1618,H,1,,,,,,1668,T,1,
,,,1619,H,1,,,,,,1669,T,,1
,,,1620,H,1,,,,,,1670,T,1,
,,,1621,H,1,,,,,,1671,T,1,
,,,1622,H,,1,,,,,1672,T,1,
,,,1623,H,,1,,,,,1673,T,,1
,,,1624,H,1,,,,,,1674,T,,1
,,,1625,H,,1,,,,,1675,T,1,
,,,1626,H,1,,,,,,1676,T,,1
,,,1627,H,,1,,,,,1677,T,,1
,,,1628,H,1,,,,,,1678,T,1,
,,,1629,H,,1,,,,,1679,T,,1
,,,1630,H,,1,,,,,1680,T,,1
,,,1631,H,1,,,,,,1681,T,,1
,,,1632,H,1,,,,,,1682,T,,1
,,,1633,H,1,,,,,,1683,T,1,
,,,1634,H,,1,,,,,1684,T,,1
,,,1635,H,,1,,,,,1685,T,1,
,,,1636,H,,1,,,,,1686,T,1,
,,,1637,H,1,,,,,,1687,T,1,
,,,1638,H,1,,,,,,1688,T,,1
,,,1639,H,1,,,,,,1689,T,,1
,,,1640,H,1,,,,,,1690,T,,1
,,,1641,H,1,,,,,,1691,T,1,
,,,1642,H,,1,,,,,1692,T,1,
,,,1643,H,1,,,,,,1693,T,1,
,,,1644,H,1,,,,,,1694,T,1,
,,,1645,H,1,,,,,,1695,T,1,
,,,1646,H,,1,,,,,1696,T,1,
,,,1647,H,1,,,,,,1697,T,,1
,,,1648,H,,1,,,,,1698,T,1,
,,,1649,H,1,,,,,,1699,T,,1
,,,1650,H,,1,,,,,1700,T,,1
,,,,,,,,,,,,,,
,10:42,,1701,H,1,,,,10:47pm,,1751,T,,1
,,,1702,H,,1,,,,,1752,T,1,
,,,1703,H,,1,,,,,1753,T,,1
,,,1704,H,1,,,,,,1754,T,,1
,,,1705,H,1,,,,,,1755,T,,1
,,,1706,H,,1,,,,,1756,T,1,
,,,1707,H,,1,,,,,1757,T,1,
,,,1708,H,,1,,,,,1758,T,1,
,,,1709,H,,1,,,,,1759,T,,1
,,,1710,H,1,,,,,,1760,T,,1
,,,1711,H,1,,,,,,1761,T,1,
,,,1712,H,1,,,,,,1762,T,1,
,,,1713,H,1,,,,,,1763,T,,1
,,,1714,H,1,,,,,,1764,T,,1
,,,1715,H,,1,,,,,1765,T,,1
,,,1716,H,1,,,,,,1766,T,1,
,,,1717,H,1,,,,,,1767,T,1,
,,,1718,H,,1,,,,,1768,T,,1
,,,1719,H,,1,,,,,1769,T,,1
,,,1720,H,,1,,,,,1770,T,1,
,,,1721,H,1,,,,,,1771,T,,1
,,,1722,H,,1,,,,,1772,T,1,
,,,1723,H,,1,,,,,1773,T,1,
,,,1724,H,1,,,,,,1774,T,1,
,,,1725,H,,1,,,,,1775,T,1,
,,,1726,H,,1,,,,,1776,T,1,
,,,1727,H,,1,,,,,1777,T,,1
,,,1728,H,1,,,,,,1778,T,1,
,,,1729,H,1,,,,,,1779,T,,1
,,,1730,H,1,,,,,,1780,T,,1
,,,1731,H,,1,,,,,1781,T,1,
,,,1732,H,1,,,,,,1782,T,1,
,,,1733,H,,1,,,,,1783,T,,1
,,,1734,H,,1,,,,,1784,T,,1
,,,1735,H,,1,,,,,1785,T,1,
,,,1736,H,,1,,,,,1786,T,,1
,,,1737,H,1,,,,,,1787,T,1,
,,,1738,H,1,,,,,,1788,T,1,
,,,1739,H,,1,,,,,1789,T,1,
,,,1740,H,1,,,,,,1790,T,,1
,,,1741,H,1,,,,,,1791,T,,1
,,,1742,H,,1,,,,,1792,T,,1
,,,1743,H,1,,,,,,1793,T,,1
,,,1744,H,1,,,,,,1794,T,1,
,,,1745,H,1,,,,,,1795,T,,1
,,,1746,H,1,,,,,,1796,T,,1
,,,1747,H,1,,,,,,1797,T,1,
,,,1748,H,,1,,,,,1798,T,,1
,,,1749,H,,1,,,,,1799,T,1,
,,,1750,H,,1,,,,,1800,T,1,
,,,,,,,,,,,,,,
,10::52 pm,,1801,H,1,,,,10:55pm,,1851,T,1,
,,,1802,H,,1,,,,,1852,T,,1
,,,1803,H,,1,,,,,1853,T,,1
,,,1804,H,1,,,,,,1854,T,1,
,,,1805,H,1,,,,,,1855,T,,1
,,,1806,H,,1,,,,,1856,T,,1
,,,1807,H,1,,,,,,1857,T,1,
,,,1808,H,,1,,,,,1858,T,,1
,,,1809,H,1,,,,,,1859,T,1,
,,,1810,H,,1,,,,,1860,T,,1
,,,1811,H,1,,,,,,1861,T,,1
,,,1812,H,1,,,,,,1862,T,1,
,,,1813,H,1,,,,,,1863,T,1,
,,,1814,H,1,,,,,,1864,T,,1
,,,1815,H,,1,,,,,1865,T,,1
,,,1816,H,1,,,,,,1866,T,1,
,,,1817,H,,1,,,,,1867,T,,1
,,,1818,H,,1,,,,,1868,T,1,
,,,1819,H,,1,,,,,1869,T,,1
,,,1820,H,1,,,,,,1870,T,,1
,,,1821,H,,1,,,,,1871,T,1,
,,,1822,H,1,,,,,,1872,T,1,
,,,1823,H,,1,,,,,1873,T,,1
,,,1824,H,,1,,,,,1874,T,1,
,,,1825,H,1,,,,,,1875,T,1,
,,,1826,H,,1,,,,,1876,T,,1
,,,1827,H,1,,,,,,1877,T,1,
,,,1828,H,1,,,,,,1878,T,1,
,,,1829,H,1,,,,,,1879,T,,1
,,,1830,H,1,,,,,,1880,T,,1
,,,1831,H,,1,,,,,1881,T,1,
,,,1832,H,,1,,,,,1882,T,1,
,,,1833,H,,1,,,,,1883,T,1,
,,,1834,H,1,,,,,,1884,T,1,
,,,1835,H,,1,,,,,1885,T,1,
,,,1836,H,,1,,,,,1886,T,,1
,,,1837,H,1,,,,,,1887,T,1,
,,,1838,H,,1,,,,,1888,T,,1
,,,1839,H,,1,,,,,1889,T,1,
,,,1840,H,,1,,,,,1890,T,1,
,,,1841,H,1,,,,,,1891,T,1,
,,,1842,H,1,,,,,,1892,T,1,
,,,1843,H,1,,,,,,1893,T,1,
,,,1844,H,,1,,,,,1894,T,,1
,,,1845,H,,1,,,,,1895,T,1,
,,,1846,H,,1,,,,,1896,T,1,
,,,1847,H,,1,,,,,1897,T,1,
,,,1848,H,1,,,,,,1898,T,,1
,,,1849,H,,1,,,,,1899,T,,1
,,,1850,H,1,,,,,,1900,T,,1
,,,,,,,,,,,,,,
,11:00 PM,,1901,H,,1,,,11:04pm,,1951,T,1,
,,,1902,H,1,,,,,,1952,T,,1
,,,1903,H,1,,,,,,1953,T,1,
,,,1904,H,,1,,,,,1954,T,,1
,,,1905,H,1,,,,,,1955,T,,1
,,,1906,H,1,,,,,,1956,T,,1
,,,1907,H,,1,,,,,1957,T,,1
,,,1908,H,1,,,,,,1958,T,1,
,,,1909,H,,1,,,,,1959,T,1,
,,,1910,H,,1,,,,,1960,T,1,
,,,1911,H,1,,,,,,1961,T,,1
,,,1912,H,,1,,,,,1962,T,1,
,,,1913,H,1,,,,,,1963,T,,1
,,,1914,H,,1,,,,,1964,T,,1
,,,1915,H,1,,,,,,1965,T,,1
,,,1916,H,,1,,,,,1966,T,1,
,,,1917,H,1,,,,,,1967,T,1,
,,,1918,H,,1,,,,,1968,T,,1
,,,1919,H,,1,,,,,1969,T,,1
,,,1920,H,,1,,,,,1970,T,,1
,,,1921,H,1,,,,,,1971,T,,1
,,,1922,H,1,,,,,,1972,T,1,
,,,1923,H,1,,,,,,1973,T,,1
,,,1924,H,,1,,,,,1974,T,,1
,,,1925,H,,1,,,,,1975,T,,1
,,,1926,H,,1,,,,,1976,T,,1
,,,1927,H,1,,,,,,1977,T,,1
,,,1928,H,,1,,,,,1978,T,1,
,,,1929,H,,1,,,,,1979,T,1,
,,,1930,H,1,,,,,,1980,T,,1
,,,1931,H,,1,,,,,1981,T,,1
,,,1932,H,,1,,,,,1982,T,1,
,,,1933,H,1,,,,,,1983,T,1,
,,,1934,H,1,,,,,,1984,T,1,
,,,1935,H,1,,,,,,1985,T,1,
,,,1936,H,,1,,,,,1986,T,1,
,,,1937,H,,1,,,,,1987,T,1,
,,,1938,H,,1,,,,,1988,T,,1
,,,1939,H,1,,,,,,1989,T,,1
,,,1940,H,,1,,,,,1990,T,,1
,,,1941,H,1,,,,,,1991,T,1,
,,,1942,H,,1,,,,,1992,T,,1
,,,1943,H,1,,,,,,1993,T,1,
,,,1944,H,,1,,,,,1994,T,,1
,,,1945,H,1,,,,,,1995,T,,1
,,,1946,H,,1,,,,,1996,T,1,
,,,1947,H,1,,,,,,1997,T,1,
,,,1948,H,1,,,,,,1998,T,,1
,,,1949,H,,1,,,,,1999,T,1,
,,,1950,H,1,,,,,,2000,T,,1
,,,,,,,,,,,,,,
,11:14pm,,2001,H,1,,,,11:23pm,,2101,T,,1
,,,2002,H,1,,,,,,2102,T,,1
,,,2003,H,,1,,,,,2103,T,1,
,,,2004,H,1,,,,,,2104,T,,1
,,,2005,H,,1,,,,,2105,T,1,
,,,2006,H,1,,,,,,2106,T,1,
,,,2007,H,,1,,,,,2107,T,1,
,,,2008,H,1,,,,,,2108,T,1,
,,,2009,H,,1,,,,,2109,T,1,
,,,2010,H,1,,,,,,2110,T,1,
,,,2011,H,,1,,,,,2111,T,,1
,,,2012,H,1,,,,,,2112,T,,1
,,,2013,H,,1,,,,,2113,T,,1
,,,2014,H,,1,,,,,2114,T,,1
,,,2015,H,,1,,,,,2115,T,,1
,,,2016,H,,1,,,,,2116,T,,1
,,,2017,H,,1,,,,,2117,T,1,
,,,2018,H,1,,,,,,2118,T,1,
,,,2019,H,1,,,,,,2119,T,1,
,,,2020,H,1,,,,,,2120,T,1,
,,,2021,H,,1,,,,,2121,T,,1
,,,2022,H,1,,,,,,2122,T,,1
,,,2023,H,,1,,,,,2123,T,,1
,,,2024,H,1,,,,,,2124,T,1,
,,,2025,H,1,,,,,,2125,T,,1
,,,2026,H,1,,,,,,2126,T,1,
,,,2027,H,,1,,,,,2127,T,1,
,,,2028,H,,1,,,,,2128,T,,1
,,,2029,H,1,,,,,,2129,T,,1
,,,2030,H,1,,,,,,2130,T,,1
,,,2031,H,1,,,,,,2131,T,,1
,,,2032,H,1,,,,,,2132,T,,1
,,,2033,H,1,,,,,,2133,T,,1
,,,2034,H,1,,,,,,2134,T,,1
,,,2035,H,1,,,,,,2135,T,,1
,,,2036,H,1,,,,,,2136,T,1,
,,,2037,H,1,,,,,,2137,T,1,
,,,2038,H,1,,,,,,2138,T,,1
,,,2039,H,1,,,,,,2139,T,1,
,,,2040,H,,1,,,,,2140,T,1,
,,,2041,H,,1,,,,,2141,T,1,
,,,2042,H,1,,,,,,2142,T,,1
,,,2043,H,,1,,,,,2143,T,,1
,,,2044,H,,1,,,,,2144,T,1,
,,,2045,H,1,,,,,,2145,T,,1
,,,2046,H,1,,,,,,2146,T,,1
,,,2047,H,1,,,,,,2147,T,,1
,,,2048,H,1,,,,,,2148,T,,1
,,,2049,H,,1,,,,,2149,T,1,
,,,2050,H,,1,,,,,2150,T,,1
,,,2051,H,,1,,,,,2151,T,1,
,,,2052,H,1,,,,,,2152,T,,1
,,,2053,H,1,,,,,,2153,T,,1
,,,2054,H,,1,,,,,2154,T,,1
,,,2055,H,1,,,,,,2155,T,,1
,,,2056,H,,1,,,,,2156,T,1,
,,,2057,H,1,,,,,,2157,T,,1
,,,2058,H,1,,,,,,2158,T,,1
,,,2059,H,,1,,,,,2159,T,,1
,,,2060,H,1,,,,,,2160,T,,1
,,,2061,H,,1,,,,,2161,T,1,
,,,2062,H,1,,,,,,2162,T,,1
,,,2063,H,1,,,,,,2163,T,,1
,,,2064,H,1,,,,,,2164,T,1,
,,,2065,H,,1,,,,,2165,T,,1
,,,2066,H,1,,,,,,2166,T,1,
,,,2067,H,,1,,,,,2167,T,,1
,,,2068,H,,1,,,,,2168,T,,1
,,,2069,H,,1,,,,,2169,T,1,
,,,2070,H,1,,,,,,2170,T,,1
,,,2071,H,,1,,,,,2171,T,1,
,,,2072,H,,1,,,,,2172,T,1,
,,,2073,H,1,,,,,,2173,T,,1
,,,2074,H,,1,,,,,2174,T,,1
,,,2075,H,1,,,,,,2175,T,,1
,,,2076,H,,1,,,,,2176,T,1,
,,,2077,H,1,,,,,,2177,T,1,
,,,2078,H,,1,,,,,2178,T,1,
,,,2079,H,1,,,,,,2179,T,,1
,,,2080,H,,1,,,,,2180,T,,1
,,,2081,H,,1,,,,,2181,T,,1
,,,2082,H,1,,,,,,2182,T,1,
,,,2083,H,1,,,,,,2183,T,1,
,,,2084,H,,1,,,,,2184,T,1,
,,,2085,H,1,,,,,,2185,T,1,
,,,2086,H,1,,,,,,2186,T,,1
,,,2087,H,,1,,,,,2187,T,,1
,,,2088,H,1,,,,,,2188,T,1,
,,,2089,H,,1,,,,,2189,T,1,
,,,2090,H,,1,,,,,2190,T,,1
,,,2091,H,1,,,,,,2191,T,,1
,,,2092,H,,1,,,,,2192,T,1,
,,,2093,H,,1,,,,,2193,T,,1
,,,2094,H,1,,,,,,2194,T,1,
,,,2095,H,,1,,,,,2195,T,1,
,,,2096,H,1,,,,,,2196,T,,1
,,,2097,H,,1,,,,,2197,T,,1
,,,2098,H,,1,,,,,2198,T,,1
,,,2099,H,1,,,,,,2199,T,1,
,,,2100,H,1,,,,,,2200,T,1,
,,,,,,,,,,,,,,
Results,600 Start H,298,Heads,,,,,,,,,,,
,600 Start T,293,Tails,,,,,,,,,,,
,,,,,,,,,,,,,,
16-Feb,8:06pm,Janet,2201,H,,1,,,8:21pm,Priscilla,2301,T,1,
,,,2202,H,1,,,,,,2302,T,,1
,,,2203,H,1,,,,,,2303,T,,1
,,,2204,H,1,,,,,,2304,T,,1
,,,2205,H,1,,,,,,2305,T,1,
,,,2206,H,,1,,,,,2306,T,1,
,,,2207,H,,1,,,,,2307,T,,1
,,,2208,H,,1,,,,,2308,T,1,
,,,2209,H,,1,,,,,2309,T,1,
,,,2210,H,,1,,,,,2310,T,1,
,,,2211,H,,1,,,,,2311,T,1,
,,,2212,H,,1,,,,,2312,T,,1
,,,2213,H,,1,,,,,2313,T,,1
,,,2214,H,,1,,,,,2314,T,,1
,,,2215,H,1,,,,,,2315,T,,1
,,,2216,H,1,,,,,,2316,T,1,
,,,2217,H,1,,,,,,2317,T,,1
,,,2218,H,1,,,,,,2318,T,1,
,,,2219,H,1,,,,,,2319,T,1,
,,,2220,H,1,,,,,,2320,T,,1
,,,2221,H,,1,,,,,2321,T,,1
,,,2222,H,,1,,,,,2322,T,,1
,,,2223,H,,1,,,,,2323,T,,1
,,,2224,H,,1,,,,,2324,T,,1
,,,2225,H,,1,,,,,2325,T,,1
,,,2226,H,,1,,,,,2326,T,,1
,,,2227,H,,1,,,,,2327,T,1,
,,,2228,H,1,,,,,,2328,T,1,
,,,2229,H,1,,,,,,2329,T,,1
,,,2230,H,,1,,,,,2330,T,1,
,,,2231,H,,1,,,,,2331,T,1,
,,,2232,H,,1,,,,,2332,T,1,
,,,2233,H,,1,,,,,2333,T,1,
,,,2234,H,1,,,,,,2334,T,1,
,,,2235,H,1,,,,,,2335,T,,1
,,,2236,H,,1,,,,,2336,T,1,
,,,2237,H,,1,,,,,2337,T,,1
,,,2238,H,,1,,,,,2338,T,1,
,,,2239,H,,1,,,,,2339,T,,1
,,,2240,H,1,,,,,,2340,T,,1
,,,2241,H,1,,,,,,2341,T,,1
,,,2242,H,1,,,,,,2342,T,,1
,,,2243,H,1,,,,,,2343,T,,1
,,,2244,H,1,,,,,,2344,T,1,
,,,2245,H,,1,,,,,2345,T,1,
,,,2246,H,1,,,,,,2346,T,,1
,,,2247,H,1,,,,,,2347,T,1,
,,,2248,H,1,,,,,,2348,T,,1
,,,2249,H,1,,,,,,2349,T,1,
,,,2250,H,,1,,,,,2350,T,,1
,,,2251,H,1,,,,,,2351,T,,1
,,,2252,H,1,,,,,,2352,T,,1
,,,2253,H,1,,,,,,2353,T,,1
,,,2254,H,,1,,,,,2354,T,1,
,,,2255,H,,1,,,,,2355,T,,1
,,,2256,H,1,,,,,,2356,T,,1
,,,2257,H,1,,,,,,2357,T,,1
,,,2258,H,,1,,,,,2358,T,,1
,,,2259,H,1,,,,,,2359,T,1,
,,,2260,H,1,,,,,,2360,T,1,
,,,2261,H,1,,,,,,2361,T,1,
,,,2262,H,1,,,,,,2362,T,1,
,,,2263,H,1,,,,,,2363,T,1,
,,,2264,H,,1,,,,,2364,T,1,
,,,2265,H,1,,,,,,2365,T,1,
,,,2266,H,,1,,,,,2366,T,1,
,,,2267,H,1,,,,,,2367,T,1,
,,,2268,H,,1,,,,,2368,T,,1
,,,2269,H,,1,,,,,2369,T,,1
,,,2270,H,1,,,,,,2370,T,,1
,,,2271,H,,1,,,,,2371,T,,1
,,,2272,H,,1,,,,,2372,T,1,
,,,2273,H,1,,,,,,2373,T,1,
,,,2274,H,1,,,,,,2374,T,,1
,,,2275,H,1,,,,,,2375,T,1,
,,,2276,H,1,,,,,,2376,T,,1
,,,2277,H,1,,,,,,2377,T,,1
,,,2278,H,1,,,,,,2378,T,,1
,,,2279,H,1,,,,,,2379,T,1,
,,,2280,H,1,,,,,,2380,T,1,
,,,2281,H,,1,,,,,2381,T,1,
,,,2282,H,,1,,,,,2382,T,1,
,,,2283,H,1,,,,,,2383,T,1,
,,,2284,H,,1,,,,,2384,T,1,
,,,2285,H,1,,,,,,2385,T,,1
,,,2286,H,,1,,,,,2386,T,,1
,,,2287,H,,1,,,,,2387,T,,1
,,,2288,H,1,,,,,,2388,T,1,
,,,2289,H,,1,,,,,2389,T,,1
,,,2290,H,,1,,,,,2390,T,1,
,,,2291,H,1,,,,,,2391,T,1,
,,,2292,H,,1,,,,,2392,T,1,
,,,2293,H,,1,,,,,2393,T,1,
,,,2294,H,,1,,,,,2394,T,,1
,,,2295,H,,1,,,,,2395,T,1,
,,,2296,H,1,,,,,,2396,T,1,
,,,2297,H,1,,,,,,2397,T,,1
,,,2298,H,,1,,,,,2398,T,,1
,,,2299,H,1,,,,,,2399,T,1,
,,,2300,H,1,,,,,,2400,T,1,
,,,,,,,,,,,,,,
,8:31 PM,,2401,H,,1,,,8:41pm,,2501,T,,1
,,,2402,H,1,,,,,,2502,T,1,
,,,2403,H,1,,,,,,2503,T,,1
,,,2404,H,1,,,,,,2504,T,,1
,,,2405,H,,1,,,,,2505,T,,1
,,,2406,H,,1,,,,,2506,T,1,
,,,2407,H,1,,,,,,2507,T,,1
,,,2408,H,1,,,,,,2508,T,,1
,,,2409,H,,1,,,,,2509,T,,1
